Date, Time, Elapsed time (sec), Distance (mi), Speed (mph), Latitude, Longitude, Accuracy (ft), Altitude (ft)
20/05/24, 3:59 PM GMT-4, 5, 0.0, 0.0, 44.23217123272347, -73.09962189682268, 114.82939999999999, 555.4823102010346
20/05/24, 4:00 PM GMT-4, 27, 0.0009044849077224448, 1.050545134411207, 44.23216392169675, -73.09963707790489, 40.020271265296934, 552.8550835891497
20/05/24, 4:00 PM GMT-4, 28, 0.0013861321187282707, 1.050545134411207, 44.23216601347306, -73.09962778530661, 38.91542952205658, 552.8873324726309
20/05/24, 4:00 PM GMT-4, 29, 0.0013861321354005282, 1.050545134411207, 44.2321660134733, -73.09962778530661, 38.91542952205658, 552.8873326162301
20/05/24, 4:00 PM GMT-4, 30, 0.0017543802487290589, 1.2023898474941492, 44.23216374859461, -73.09962104232619, 37.059688127021786, 552.9514328041794
20/05/24, 4:00 PM GMT-4, 31, 0.0017543802487290589, 0.0, 44.23216374859461, -73.09962104232619, 35.60413013961792, 552.9514328041794
20/05/24, 4:00 PM GMT-4, 32, 0.0031099115978135495, 1.2207625686495005, 44.23216043701645, -73.09959402174869, 34.17943515666962, 553.1320504087271
20/05/24, 4:00 PM GMT-4, 33, 0.003806597932085583, 1.2207625686495005, 44.23216122978836, -73.09957997612906, 33.477846225700375, 553.2585334966311
20/05/24, 4:00 PM GMT-4, 34, 0.004818584355542287, 1.2207625686495005, 44.23216127892753, -73.09955951078025, 32.034762974586485, 553.3259610759708
20/05/24, 4:00 PM GMT-4, 35, 0.005960298842851426, 1.4581782268468677, 44.232152212506946, -73.09954019780555, 30.438356547546388, 553.3444496752028
20/05/24, 4:00 PM GMT-4, 36, 0.008411541077602355, 1.4581782268468677, 44.23213115188647, -73.09950028040979, 35.071708895378116, 553.3444496752028
20/05/24, 4:00 PM GMT-4, 37, 0.009998586196557826, 1.4581782268468677, 44.23212029794931, -73.09947198525101, 28.291084288749694, 553.3444496752028
20/05/24, 4:00 PM GMT-4, 38, 0.011204303724194974, 4.329276136543739, 44.232109590776034, -73.09945271761013, 27.654215678863526, 553.4461227078096
20/05/24, 4:00 PM GMT-4, 39, 0.01300143684851621, 4.700976643948055, 44.23209470851965, -73.09942289398091, 27.052928383522033, 553.5190756365524
