Date, Time, Elapsed time (sec), Distance (mi), Speed (mph), Latitude, Longitude, Accuracy (ft), Altitude (ft)
19/03/24, 4:14 PM GMT-4, -1, 0.0, 0.2370333292793721, 44.13578057054613, -72.65989706831533, 16.965816570129395, 801.3535103758626
19/03/24, 4:14 PM GMT-4, 0, 0.0, 0.2370333292793721, 44.13578057054613, -72.65989706831533, 16.965816570129395, 801.3535103758626
19/03/24, 4:14 PM GMT-4, 0, 0.0001466470119659244, 0.2361378562874384, 44.13578217302193, -72.65989512388109, 17.017373807296753, 801.113754833978
19/03/24, 4:14 PM GMT-4, 0, 0.00016874631504041671, 0.43031006388323456, 44.1357818813587, -72.65989530807244, 17.02796653860092, 802.3321865944849
19/03/24, 4:14 PM GMT-4, 1, 0.0006685979688665416, 0.4082092857814729, 44.135785788231736, -72.6598868101597, 16.867285865211485, 801.9348805214847
19/03/24, 4:14 PM GMT-4, 2, 0.0008626987844569819, 0.07236325597719587, 44.13578718344883, -72.65989021286315, 16.850687300872803, 800.9175238381868
19/03/24, 4:14 PM GMT-4, 3, 0.0013596896737964395, 0.3248398819091424, 44.135792999367254, -72.65989613033558, 17.029967439994813, 800.4953494686158
19/03/24, 4:14 PM GMT-4, 4, 0.0020078871895757777, 0.14436521612682865, 44.13578446702835, -72.65989065923323, 17.14677533880234, 800.3973015145255
19/03/24, 4:14 PM GMT-4, 5, 0.002250908031373259, 0.8074408085762739, 44.1357851060386, -72.65989548434969, 17.335046236572264, 802.3809322823749
19/03/24, 4:14 PM GMT-4, 6, 0.0025209204227234203, 0.12622805891772584, 44.135788880720014, -72.6598969186276, 17.04570400537491, 801.3948188324857
19/03/24, 4:14 PM GMT-4, 7, 0.0035882685522611885, 0.44946420934761466, 44.13580433688194, -72.65989768863162, 17.066514005641938, 801.9703375894052
19/03/24, 4:14 PM GMT-4, 8, 0.003911360588467265, 0.5308078366146937, 44.135808022238756, -72.6598936657082, 17.0485184085083, 803.3637855867659
19/03/24, 4:14 PM GMT-4, 9, 0.004198122908487513, 0.0, 44.13580696214508, -72.65988806757946, 16.969604046497345, 801.5619856117102
19/03/24, 4:14 PM GMT-4, 10, 0.004955669366022634, 0.5209271840550721, 44.13581687418144, -72.65988149582455, 16.896016556453706, 803.2798879154964
19/03/24, 4:14 PM GMT-4, 11, 0.00546999402361556, 0.1886063052071385, 44.13582426009959, -72.65988010937893, 16.83022929655075, 802.0873105413112
19/03/24, 4:15 PM GMT-4, 13, 0.006682123066741643, 0.988612982970053, 44.13580721297406, -72.65988600236562, 16.45784887529373, 803.9043437336567
19/03/24, 4:15 PM GMT-4, 14, 0.007255464027798426, 0.7224095238962293, 44.13580556248423, -72.65989734735363, 16.418527017173766, 803.9908240682292
19/03/24, 4:15 PM GMT-4, 15, 0.007688625865724832, 0.31759356559346763, 44.13580113120399, -72.65989115369395, 16.453592070999147, 800.3864965345554
19/03/24, 4:15 PM GMT-4, 16, 0.007991250413559307, 0.8691532292216628, 44.13579701889498, -72.65988903239953, 16.316914392204286, 802.7011631599547
19/03/24, 4:15 PM GMT-4, 17, 0.008148631862922317, 0.14702371875835582, 44.13579607835614, -72.65989192708966, 16.266344308109282, 800.1459691773954
19/03/24, 4:15 PM GMT-4, 18, 0.008432973635083893, 0.6709715845956504, 44.135793322763455, -72.6598961950373, 16.307191481990813, 801.9127648270927
19/03/24, 4:15 PM GMT-4, 19, 0.00903068339493369, 1.1784839902384043, 44.13579873372075, -72.65990561775843, 16.313003326148987, 794.5769234041092
19/03/24, 4:15 PM GMT-4, 20, 0.009692138287876628, 0.516125106178695, 44.135808079545136, -72.6599026555084, 16.530590010643007, 799.2928477643154
19/03/24, 4:15 PM GMT-4, 21, 0.010513496780033408, 1.0553350790943712, 44.135819373406896, -72.65989742401024, 16.71865909740448, 795.8599927972074
19/03/24, 4:15 PM GMT-4, 22, 0.012872608773655182, 3.3312281958669425, 44.13585128974816, -72.65988036543152, 16.769049272460936, 800.1366006097664
19/03/24, 4:15 PM GMT-4, 23, 0.014388741562513867, 4.255551387956452, 44.13587080618859, -72.65986631077996, 16.755144650421144, 801.2774420874536
19/03/24, 4:15 PM GMT-4, 24, 0.01555148386830722, 4.472891277999496, 44.135879741798036, -72.65984640863678, 16.88350583835602, 800.1426952789998
19/03/24, 4:15 PM GMT-4, 25, 0.01712511709404733, 3.2695369083108305, 44.13586526969012, -72.65982185634076, 16.842951212215425, 797.8637751954084
19/03/24, 4:15 PM GMT-4, 26, 0.018344584812192907, 3.3903611129684808, 44.13585759252709, -72.65979968049744, 16.93291042476654, 795.8958605270636
19/03/24, 4:15 PM GMT-4, 27, 0.01969039282316603, 3.599666695795989, 44.13585062602078, -72.65977430166113, 17.181006553344726, 795.874490012976
19/03/24, 4:15 PM GMT-4, 28, 0.021594147251258983, 3.9374003954671144, 44.135836990896756, -72.65974088855144, 17.048848502483366, 796.8330624873619
19/03/24, 4:15 PM GMT-4, 29, 0.023597533447881958, 3.6138934648310066, 44.13582330910292, -72.6597052144381, 17.116178286838533, 801.4522196362235
19/03/24, 4:15 PM GMT-4, 30, 0.024554328874608032, 2.845495938695419, 44.135817681226605, -72.65968755995834, 17.38403155670166, 798.2987043641541
19/03/24, 4:15 PM GMT-4, 31, 0.025107304457813392, 1.997086136584264, 44.135811732962644, -72.65968007962495, 17.406786139011384, 796.2539964485296
19/03/24, 4:15 PM GMT-4, 32, 0.02810032686395591, 3.064555808875215, 44.135778546719884, -72.6596411759187, 17.07575976579666, 794.7204982601146
19/03/24, 4:15 PM GMT-4, 33, 0.03124216616451326, 5.292738876628876, 44.13574474245185, -72.65959868738896, 16.91131038915634, 794.0801065466483
19/03/24, 4:15 PM GMT-4, 34, 0.03402495628647209, 6.462899229659748, 44.135706561977536, -72.65958061668746, 16.561581298065185, 792.4064384457803
19/03/24, 4:15 PM GMT-4, 35, 0.0377812965446359, 8.662141564969755, 44.13565319345863, -72.65956571234344, 16.037744061603547, 794.5773885459729
19/03/24, 4:15 PM GMT-4, 36, 0.042037592346869955, 10.959331569127846, 44.13559289333285, -72.6595476726619, 15.91595972234726, 795.3901226501514
19/03/24, 4:15 PM GMT-4, 37, 0.045429188155366396, 11.438176172508335, 44.13554741784183, -72.6595217104676, 15.842750823497772, 792.7962067914492
19/03/24, 4:15 PM GMT-4, 38, 0.048665503137134775, 11.390755920142698, 44.13550211404857, -72.65950483543735, 15.808988936882018, 793.6307226644221
19/03/24, 4:15 PM GMT-4, 39, 0.051591738401081784, 11.131530113820553, 44.13546198654802, -72.65948574710507, 15.736505931892395, 793.9976374289217
19/03/24, 4:15 PM GMT-4, 40, 0.05416383020548469, 10.57229177220316, 44.1354258110938, -72.6594732542995, 15.741396328887939, 799.2314411703358
19/03/24, 4:15 PM GMT-4, 41, 0.05664567783677123, 9.105155648806859, 44.135390256499925, -72.65948077858751, 15.719147056312561, 798.2854269548887
19/03/24, 4:15 PM GMT-4, 42, 0.05730056026227777, 5.110872176922512, 44.135384382434076, -72.65949116281341, 15.695402192077637, 792.9868862031395
19/03/24, 4:15 PM GMT-4, 43, 0.058420986848322434, 3.9237149535138967, 44.13537273190317, -72.65947540842262, 15.657272426891327, 795.799997994186
19/03/24, 4:15 PM GMT-4, 44, 0.06047978621154881, 6.1558974417467835, 44.135343106488975, -72.65947052136367, 15.638688605422974, 793.4852140062497
19/03/24, 4:15 PM GMT-4, 45, 0.06368318257770701, 8.853182025399303, 44.13529779083804, -72.65945651183112, 15.612514186954499, 794.665585346605
19/03/24, 4:15 PM GMT-4, 46, 0.06764177792759223, 11.530780969725418, 44.13524321117513, -72.65943192789801, 15.65951112110138, 795.74270398394
