Date, Time, Elapsed time (sec), Distance (mi), Speed (mph), Latitude, Longitude, Accuracy (ft), Altitude (ft),,
15/03/24, 3:12 PM GMT-4,43,0.127036426,36.11525652,44.13438896,-72.65954318,15.47472889,795.0316025,AVG Speed =,48.84809524
15/03/24, 3:12 PM GMT-4,44,0.137698074,36.95809265,44.13423458,-72.65955149,15.47378085,795.1988649,,
15/03/24, 3:12 PM GMT-4,45,0.148313619,37.36639087,44.13408082,-72.65955716,15.48204102,793.0326814,,
15/03/24, 3:12 PM GMT-4,46,0.159308827,38.23128115,44.13392151,-72.65955988,15.47368073,795.5676481,,
15/03/24, 3:12 PM GMT-4,47,0.170085731,38.2820027,44.13376535,-72.65956086,15.4823586,797.5552073,,
15/03/24, 3:12 PM GMT-4,48,0.181760933,37.86283314,44.1335962,-72.65955647,15.1795623,800.2146878,,
15/03/24, 3:12 PM GMT-4,49,0.192003271,37.11340179,44.13344781,-72.6595534,15.17572633,801.4427921,,
15/03/24, 3:12 PM GMT-4,50,0.20219268,36.53998122,44.13330107,-72.65953057,15.15684683,801.3483769,,
15/03/24, 3:12 PM GMT-4,51,0.212405074,36.15643365,44.13315512,-72.65949659,15.11917544,801.9289672,,
15/03/24, 3:12 PM GMT-4,52,0.223308727,37.62409456,44.13299843,-72.65946836,15.12156589,798.6212086,,
15/03/24, 3:12 PM GMT-4,53,0.234497405,39.14960228,44.13284067,-72.65941627,15.14682668,799.0634671,,
15/03/24, 3:12 PM GMT-4,54,0.245525534,39.70122044,44.13268977,-72.659343,15.15534185,800.4797294,,
15/03/24, 3:12 PM GMT-4,55,0.256262427,39.48637066,44.13254505,-72.65926344,15.14475225,801.3770151,,
15/03/24, 3:12 PM GMT-4,56,0.267619675,40.48471646,44.13239162,-72.65918053,15.15215355,802.5831269,,
15/03/24, 3:12 PM GMT-4,57,0.278782594,40.69303832,44.13223935,-72.65910451,15.17607363,803.621952,,
15/03/24, 3:12 PM GMT-4,58,0.289998793,40.86956962,44.13208838,-72.65902063,15.19421159,805.1286925,,
15/03/24, 3:12 PM GMT-4,59,0.301471212,41.20652146,44.13193346,-72.65893664,15.20322895,804.7561371,,
15/03/24, 3:12 PM GMT-4,60,0.312917676,41.32235585,44.13177697,-72.65886007,15.20756554,809.4413232,,
15/03/24, 3:12 PM GMT-4,61,0.32486241,42.12090023,44.13161408,-72.65877856,15.20061323,810.8190736,,
15/03/24, 3:12 PM GMT-4,62,0.336573055,42.24724757,44.13145549,-72.65869443,15.20628427,814.2565283,,
15/03/24, 3:12 PM GMT-4,63,0.348268158,42.17448895,44.13129545,-72.6586168,15.18945104,817.1615154,,
15/03/24, 3:12 PM GMT-4,64,0.359482271,41.31377569,44.13114248,-72.65854043,15.17641937,820.4101608,,
15/03/24, 3:12 PM GMT-4,65,0.370772051,40.86705231,44.13098558,-72.65847593,15.16738794,821.8580559,,
15/03/24, 3:12 PM GMT-4,66,0.382728204,41.69497662,44.13081827,-72.65841326,15.06508384,823.191538,,
15/03/24, 3:13 PM GMT-4,67,0.393880079,40.97258283,44.13066147,-72.65835884,15.01662886,821.8968712,,
15/03/24, 3:13 PM GMT-4,68,0.405403043,40.97559079,44.13049864,-72.65830738,15.02658956,821.2255349,,
15/03/24, 3:13 PM GMT-4,69,0.41713083,41.37334193,44.13033278,-72.6582558,15.03253751,823.8205613,,
15/03/24, 3:13 PM GMT-4,70,0.429130735,42.3318034,44.13016311,-72.65820285,15.0789384,822.1654014,,
15/03/24, 3:13 PM GMT-4,71,0.441417797,43.47046971,44.12998917,-72.65814988,15.10158503,823.2788258,,
15/03/24, 3:13 PM GMT-4,72,0.453560213,43.61504404,44.12981659,-72.65810219,15.11789574,824.8962723,,
15/03/24, 3:13 PM GMT-4,73,0.465691327,43.589807,44.12964675,-72.65803907,15.11413173,827.2440344,,
15/03/24, 3:13 PM GMT-4,74,0.477733836,43.1772635,44.12947907,-72.65797178,15.13521551,829.6829908,,
15/03/24, 3:13 PM GMT-4,75,0.489927693,43.43922101,44.12931358,-72.65788552,15.14371191,831.4596895,,
15/03/24, 3:13 PM GMT-4,76,0.502272485,44.66468739,44.12914794,-72.65779143,15.16112241,833.5772376,,
15/03/24, 3:13 PM GMT-4,77,0.514035264,43.5698179,44.12898525,-72.65772063,15.15988651,836.763941,,
15/03/24, 3:13 PM GMT-4,78,0.525797562,42.66957016,44.12882567,-72.65763723,15.15190012,839.7025588,,
15/03/24, 3:13 PM GMT-4,79,0.537949527,43.42976192,44.12866942,-72.65752412,15.1158041,843.679776,,
15/03/24, 3:13 PM GMT-4,80,0.550235656,44.62242228,44.12851423,-72.65740259,15.14828003,852.1505265,,
15/03/24, 3:13 PM GMT-4,81,0.562729995,45.75080605,44.12834949,-72.65729797,15.16345653,853.4773616,,
15/03/24, 3:13 PM GMT-4,82,0.574730714,44.91720714,44.12818926,-72.65720384,15.1746281,856.0113678,,
15/03/24, 3:13 PM GMT-4,83,0.586143504,42.63737853,44.12802729,-72.65715733,15.14363994,859.7862291,,
15/03/24, 3:13 PM GMT-4,84,0.598423963,42.96608727,44.12785119,-72.65712178,15.11198065,862.4407089,,
15/03/24, 3:13 PM GMT-4,85,0.609914446,41.3358213,44.12768546,-72.65709952,15.06931874,865.1328936,,
15/03/24, 3:13 PM GMT-4,86,0.622116132,41.29043302,44.12750943,-72.65707646,15.06881969,866.9210439,,
15/03/24, 3:13 PM GMT-4,87,0.63498844,43.10585312,44.12732359,-72.65705418,15.0701166,867.306631,,
15/03/24, 3:13 PM GMT-4,88,0.647734179,44.57564308,44.12714051,-72.65702032,15.068208,867.1068413,,
15/03/24, 3:13 PM GMT-4,89,0.660328361,45.27923389,44.12695878,-72.65699711,15.05844754,866.9320025,,
15/03/24, 3:13 PM GMT-4,90,0.672691341,45.09969463,44.12678168,-72.65695962,15.05033129,869.2700258,,
15/03/24, 3:13 PM GMT-4,91,0.685067103,45.13387024,44.12660369,-72.6569291,15.06024194,873.2463407,,
15/03/24, 3:13 PM GMT-4,92,0.697347915,45.1774324,44.12642652,-72.65690589,15.06540767,875.301821,,
15/03/24, 3:13 PM GMT-4,93,0.709559399,45.01240817,44.12624993,-72.65689023,15.09098135,875.8235345,,
15/03/24, 3:13 PM GMT-4,94,0.721974936,44.88599257,44.12607004,-72.65688709,15.11334639,877.8548471,,
15/03/24, 3:13 PM GMT-4,95,0.734200641,44.39074495,44.1258929,-72.65688502,15.13333194,877.3662114,,
15/03/24, 3:13 PM GMT-4,96,0.746559986,44.2534324,44.12571381,-72.65688647,15.14307675,878.0516555,,
15/03/24, 3:13 PM GMT-4,97,0.75917992,44.82419915,44.12553095,-72.65688596,15.1436462,878.4527239,,
15/03/24, 3:13 PM GMT-4,98,0.771816278,45.12474821,44.1253479,-72.65689188,15.14110714,880.1676764,,
15/03/24, 3:13 PM GMT-4,99,0.784321665,44.96504872,44.12516679,-72.65690026,15.1435054,880.6524346,,
15/03/24, 3:13 PM GMT-4,100,0.796860328,44.72073367,44.12498515,-72.65690616,15.14576756,881.8468586,,
15/03/24, 3:13 PM GMT-4,101,0.808993431,44.05888745,44.12480934,-72.65690687,15.15334095,882.2905369,,
15/03/24, 3:13 PM GMT-4,102,0.821268819,44.01714287,44.12463159,-72.65689765,15.16906344,883.1756642,,
15/03/24, 3:13 PM GMT-4,103,0.833590385,44.22412074,44.12445343,-72.6568815,15.17980635,882.4282711,,
15/03/24, 3:13 PM GMT-4,104,0.84573493,44.17142802,44.12427849,-72.65685495,15.1866648,882.0700987,,
15/03/24, 3:13 PM GMT-4,105,0.858140064,44.61300585,44.12410042,-72.65682079,15.2026767,880.4482101,,
15/03/24, 3:13 PM GMT-4,106,0.870410253,44.64166899,44.12392515,-72.65677916,15.20211507,877.7266625,,
15/03/24, 3:13 PM GMT-4,107,0.882412764,44.12177312,44.12375445,-72.65673278,15.20585562,875.1981352,,
15/03/24, 3:13 PM GMT-4,108,0.894644479,44.20120047,44.12358063,-72.65668447,15.20908459,872.8053569,,
15/03/24, 3:13 PM GMT-4,109,0.906918499,44.29113224,44.12340616,-72.65663639,15.21750121,872.0332476,,
15/03/24, 3:13 PM GMT-4,110,0.919264658,44.43756254,44.12323108,-72.65658521,15.21667363,870.2656362,,
15/03/24, 3:13 PM GMT-4,111,0.931606117,44.58543497,44.12305592,-72.65653499,15.20855113,870.2379794,,
15/03/24, 3:13 PM GMT-4,112,0.944047061,44.73024396,44.12288011,-72.65647949,15.20611218,869.4020873,,
15/03/24, 3:13 PM GMT-4,113,0.956689592,45.1921821,44.12270128,-72.65642414,15.18788349,868.9836383,,
15/03/24, 3:13 PM GMT-4,114,0.969387132,45.59830007,44.12252139,-72.65637031,15.18961061,869.2541919,,
15/03/24, 3:13 PM GMT-4,115,0.981982592,45.34324169,44.12234234,-72.65632101,15.18836064,868.4947545,,
15/03/24, 3:13 PM GMT-4,116,0.994465099,44.87664441,44.12216413,-72.65627799,15.19622344,869.120905,,
15/03/24, 3:13 PM GMT-4,117,1.006587332,44.27057994,44.12199089,-72.65623753,15.20392981,868.6222642,,
15/03/24, 3:13 PM GMT-4,118,1.018935754,44.39175187,44.12181329,-72.65620716,15.19703382,867.2470564,,
15/03/24, 3:13 PM GMT-4,119,1.031389699,44.64783852,44.12163374,-72.65618205,15.18872515,865.859931,,
15/03/24, 3:13 PM GMT-4,120,1.04364406,44.53745259,44.12145679,-72.65616146,15.17253021,862.1092023,,
